Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20100622,22-Jun-2010,0.298,0.659,0.043,12.59,7.44,9.74,8.41,13.61,7.25,3.45,7.5,9.9,7.95,0.03,37.91,0.77,
20100623,23-Jun-2010,0.288,0.672,0.04,12.84,7.43,3.96,8.33,16,7.25,3.41,7.46,9.81,7.9,0.03,37.95,0.76,
20100624,24-Jun-2010,0.304,0.654,0.042,13.24,7.45,3.63,8.23,17.06,7.21,3.39,7.46,10.01,7.97,0.03,37.26,0.74,
20100625,25-Jun-2010,0.271,0.696,0.033,13.53,7.45,3.16,8.07,16.7,7.21,3.34,7.45,9.98,7.95,0.03,36.43,0.76,
20100626,26-Jun-2010,0.311,0.641,0.048,13.61,7.44,4.28,8.1,18.4,7.2,3.36,7.38,10.26,8.04,0.03,34.53,0.76,
20100627,27-Jun-2010,0.308,0.629,0.063,12.78,7.43,3.67,8.32,13.48,7.2,3.34,7.35,10.21,7.86,0.03,34.38,0.74,
20100628,28-Jun-2010,0.313,0.675,0.012,13.8,7.43,3.57,8.03,12.74,7.31,3.27,7.32,10.04,8.11,0.03,35.94,0.75,
20100629,29-Jun-2010,0.317,0.659,0.024,14.36,7.41,3.24,7.94,14.66,7.39,3.28,7.3,10.37,7.95,0.03,38.37,0.76,
20100630,30-Jun-2010,0.284,0.671,0.045,14.19,7.45,4.08,8.03,16.99,7.38,3.31,7.24,10.4,7.92,0.03,38.45,0.77,
20100701,01-Jul-2010,0.311,0.643,0.046,13.92,7.46,3.54,8.11,18.68,7.38,3.27,7.21,10.47,7.94,0.03,39.61,0.77,
20100702,02-Jul-2010,0.347,0.607,0.045,14.24,7.47,3.31,7.99,15.75,7.41,3.36,7.18,10.65,7.98,0.03,38.69,0.76,
20100703,03-Jul-2010,0.426,0.541,0.033,14.44,7.46,3.04,7.77,14.99,7.43,3.27,7.16,11.28,7.97,0.03,39.27,0.76,
20100704,04-Jul-2010,0.401,0.561,0.038,14.69,7.45,2.71,7.87,12.56,7.38,3.25,7.18,11.34,7.78,0.02,39.79,0.77,
20100705,05-Jul-2010,0.4,0.533,0.066,13.61,7.44,2.04,8.06,19,7.39,3.17,7.16,11.47,7.91,0.03,39.62,0.72,
20100706,06-Jul-2010,0.356,0.616,0.027,14.06,7.44,2.25,7.89,26.78,7.36,3.2,7.11,10.59,7.95,0.02,39.12,0.76,
20100707,07-Jul-2010,0.411,0.541,0.047,13.85,7.46,2.41,7.99,,7.35,3.2,7.07,11.23,7.92,0.03,39.14,0.77,
20100708,08-Jul-2010,0.545,0.405,0.051,12.53,7.48,2.43,8.38,,7.38,3.1,7.06,11.2,7.99,0.03,39.53,0.72,
20100709,09-Jul-2010,0.493,0.467,0.041,13.04,7.46,3.03,8.19,,7.39,3.08,7.02,11.42,7.79,0.03,38.83,0.76,
20100710,10-Jul-2010,0.416,0.544,0.04,13.57,7.48,3.04,8.02,,7.39,3.09,6.99,10.96,8.03,0.03,38.7,0.75,
20100711,11-Jul-2010,0.421,0.545,0.034,13.83,7.47,2.41,7.99,,7.38,3.22,6.92,11.17,7.86,0.03,38.46,0.77,
20100712,12-Jul-2010,0.47,0.488,0.042,14.59,7.48,2.87,7.89,,7.36,3.2,6.9,11.67,8.01,0.03,38.46,0.76,
20100713,13-Jul-2010,0.526,0.438,0.037,15.49,7.47,2.22,7.67,,7.31,3.28,6.86,12.69,7.86,0.03,40.66,0.74,
20100714,14-Jul-2010,0.404,0.564,0.032,16.04,7.47,2.25,7.58,,7.3,3.21,6.84,12.21,7.86,0.03,35.84,0.79,
20100715,15-Jul-2010,0.431,0.517,0.052,16.05,7.47,2.09,7.62,,7.3,3.16,6.8,12.23,8.02,0.03,38.29,0.79,
20100716,16-Jul-2010,0.465,0.506,0.029,16.61,7.48,2.16,7.5,,7.31,3.12,6.76,12.71,7.8,0.03,36.9,0.79,
20100717,17-Jul-2010,0.444,0.525,0.031,16.46,7.48,1.92,7.57,,7.32,3.06,6.75,12.67,7.78,0.03,37.32,0.77,
20100718,18-Jul-2010,0.416,0.553,0.031,16.15,7.48,1.9,7.63,,7.31,3.01,6.71,12.16,7.77,0.03,38.16,0.78,
20100719,19-Jul-2010,0.444,0.518,0.038,16.65,7.48,1.88,7.48,,7.3,3.07,6.68,12.44,7.87,0.03,39.9,0.77,
20100720,20-Jul-2010,0.466,0.496,0.039,17.24,7.48,1.77,7.33,,7.31,2.93,6.71,13.13,7.81,0.03,38.03,0.78,
20100721,21-Jul-2010,0.49,0.48,0.031,17.06,7.47,1.69,7.28,,7.31,2.89,6.67,13.32,7.92,0.03,36.49,0.77,
20100722,22-Jul-2010,0.467,0.509,0.024,16.92,7.5,2.17,7.32,,7.27,2.9,6.65,13.03,7.88,0.03,37.02,0.78,
20100723,23-Jul-2010,0.48,0.485,0.035,16.8,7.51,1.86,7.41,,7.26,2.89,6.6,12.99,7.92,0.03,37.66,0.74,
20100724,24-Jul-2010,0.469,0.5,0.031,17.81,7.5,1.84,7.23,,7.25,2.87,6.57,13.28,7.69,0.03,37.29,0.77,
20100725,25-Jul-2010,0.472,0.496,0.031,17.91,7.5,1.71,7.13,,7.27,2.84,6.56,13.73,7.66,0.03,36.98,0.76,
20100726,26-Jul-2010,0.42,0.545,0.036,18.43,7.5,1.7,7.03,,7.26,2.84,6.54,13.34,7.72,0.03,37.82,0.76,
20100727,27-Jul-2010,0.475,0.494,0.031,18.29,7.46,1.52,7.08,,7.27,2.79,6.52,13.8,7.86,0.03,37.77,0.74,
20100728,28-Jul-2010,0.516,0.45,0.033,17.65,7.47,1.48,7.2,,7.26,2.84,6.46,13.99,7.81,0.03,37.96,0.78,
20100729,29-Jul-2010,0.538,0.431,0.031,17.32,7.47,3.28,7.2,,7.28,2.89,6.42,13.82,7.91,0.02,37.41,0.77,
20100730,30-Jul-2010,0.518,0.459,0.023,17.33,7.49,2.16,7.14,,7.32,2.91,6.36,13.86,7.75,0.03,37.06,0.77,
20100731,31-Jul-2010,0.513,0.462,0.025,17.86,7.48,2.48,7.01,,7.32,2.92,6.34,13.8,8.01,0.03,37.94,0.75,
20100801,01-Aug-2010,0.541,0.43,0.029,18.51,7.46,2.05,6.83,,7.31,2.87,6.32,14.42,7.9,0.03,38.97,0.73,
20100802,02-Aug-2010,0.737,0.217,0.047,16.9,7.46,3.84,7.28,,7.24,2.97,6.25,15.86,8.05,0.03,38.1,0.75,
20100803,03-Aug-2010,0.44,0.529,0.031,16.03,7.42,2.77,7.41,,7.2,3.07,6.17,12.87,7.92,0.03,36.91,0.74,
20100804,04-Aug-2010,0.513,0.466,0.021,16.8,7.43,2.53,7.37,,7.2,3.06,6.16,13.19,7.97,0.03,38.2,0.76,
20100805,05-Aug-2010,0.551,0.414,0.035,16.14,7.43,2.28,7.56,,7.22,3.11,6.06,13.14,8.03,0.02,39.03,0.72,
20100806,06-Aug-2010,0.569,0.408,0.023,16.5,7.44,2.03,7.44,,7.24,3.09,6.04,14.13,7.92,0.03,40.72,0.76,
20100807,07-Aug-2010,0.509,0.463,0.029,16.64,7.47,1.97,7.39,,7.24,3.04,6.03,13.21,8.16,0.03,38.46,0.76,
20100808,08-Aug-2010,0.485,0.478,0.038,16.94,7.44,1.78,7.17,,7.23,3.18,5.91,13.34,7.92,0.03,38.96,0.76,
20100809,09-Aug-2010,0.569,0.392,0.039,17.68,7.42,1.8,6.95,,7.22,3.2,5.88,14.28,8.12,0.03,38.46,0.77,
20100810,10-Aug-2010,0.66,0.321,0.019,16.74,7.53,3.05,7.33,,7.16,3.32,5.86,14.47,7.98,0.03,38.3,0.76,
20100811,11-Aug-2010,0.575,0.4,0.025,16.56,7.46,2.12,7.38,,7.18,3.28,5.8,14.11,7.93,0.03,37.47,0.77,
20100812,12-Aug-2010,0.514,0.461,0.025,16.67,7.44,1.69,7.27,,7.18,3.3,5.75,13.6,7.83,0.03,38.26,0.77,
20100813,13-Aug-2010,0.486,0.492,0.022,16.16,7.45,1.6,7.39,,7.19,3.32,5.69,12.96,7.98,0.03,38.85,0.78,
20100814,14-Aug-2010,0.488,0.483,0.03,16.46,7.43,1.52,7.33,,7.19,3.26,5.7,13.02,7.95,0.03,39.02,0.77,
20100815,15-Aug-2010,0.49,0.488,0.022,16.6,7.42,1.45,7.27,,7.18,3.26,5.65,13.32,7.99,0.03,39.35,0.76,
20100816,16-Aug-2010,0.491,0.483,0.026,17.36,7.41,1.45,7.09,,7.18,3.22,5.62,13.77,7.98,0.03,39.41,0.79,
20100817,17-Aug-2010,0.529,0.434,0.037,16.01,7.42,1.55,7.43,,7.17,3.31,5.54,13.46,8.05,0.03,39.27,0.76,
20100818,18-Aug-2010,0.452,0.524,0.024,16.26,7.4,3.8,7.39,,7.17,3.27,5.49,12.9,8.06,0.03,38.65,0.76,
20100819,19-Aug-2010,0.453,0.528,0.019,16.89,7.35,3.11,7.23,,7.18,3.18,5.5,12.97,8.09,0.03,38.22,0.74,
20100820,20-Aug-2010,0.562,0.403,0.035,16.11,7.4,2.47,7.43,,7.17,3.33,5.38,13.4,8.05,0.03,38.4,0.71,
20100821,21-Aug-2010,0.463,0.513,0.024,17.39,7.42,1.57,7.17,,7.16,3.28,5.36,13.41,8.1,0.03,38.2,0.76,
20100822,22-Aug-2010,0.366,0.61,0.024,17.79,7.39,1.8,6.91,,7.16,3.26,5.35,12.93,8.1,0.02,38.89,0.76,
20100823,23-Aug-2010,0.366,0.603,0.031,17.9,7.15,2.06,6.93,,7.17,3.24,5.32,12.49,8.17,0.03,40.47,0.73,
20100824,24-Aug-2010,0.46,0.511,0.029,16.98,7.12,1.93,7.25,,7.15,3.33,5.22,13.72,8.03,0.03,40.17,0.71,
20100825,25-Aug-2010,0.355,0.625,0.02,16.72,7.15,1.86,7.28,,7.15,3.26,5.22,12.43,8.02,0.03,41.12,0.77,
20100826,26-Aug-2010,0.357,0.613,0.03,16.77,7.34,1.84,7.25,,7.15,3.26,5.15,12.13,8.16,0.03,40.34,0.76,
20100827,27-Aug-2010,0.334,0.646,0.02,16.76,7.41,1.78,7.19,,7.15,3.22,5.14,12.16,8.04,0.03,37.5,0.77,
20100828,28-Aug-2010,0.289,0.688,0.024,16.88,7.43,1.27,6.97,,7.15,3.21,5.11,11.94,7.98,0.03,39.63,0.77,
20100829,29-Aug-2010,0.243,0.733,0.024,17.31,7.27,1.37,6.82,,7.13,3.2,5.06,11.5,8.04,0.03,40.12,0.78,
20100830,30-Aug-2010,0.222,0.752,0.026,16.67,7.18,1.91,7.03,,7.13,3.23,5,11.23,8.03,0.03,40.91,0.78,
20100831,31-Aug-2010,0.242,0.727,0.03,16.07,7.16,1.8,7.26,,7.12,3.25,4.91,11.06,7.9,0.03,39.48,0.76,
20100901,01-Sep-2010,0.279,0.698,0.023,14.9,7.2,1.97,7.65,,7.13,3.22,4.87,11.18,8.05,0.03,39.83,0.77,
20100902,02-Sep-2010,0.34,0.635,0.025,14.55,7.21,2.19,7.8,,7.11,3.21,4.86,11.37,7.92,0.03,40.52,0.8,
20100903,03-Sep-2010,0.311,0.659,0.03,14.53,7.29,1.36,7.8,,7.1,3.25,4.78,11.3,7.83,0.03,40.12,0.82,
20100904,04-Sep-2010,0.192,0.783,0.024,14.9,7.31,1.42,7.44,,7.1,3.21,4.77,10.8,7.75,0.03,41.02,0.76,
20100905,05-Sep-2010,0.175,0.802,0.023,14.83,7.4,1.16,7.47,,7.11,3.22,4.72,10.51,7.98,0.03,39.77,0.77,
20100906,06-Sep-2010,0.191,0.781,0.028,15.22,7.37,1.35,7.3,,7.11,3.2,4.69,10.65,7.99,0.03,38.3,0.79,
20100907,07-Sep-2010,0.184,0.789,0.027,13.9,7.44,1.77,7.83,,7.12,3.11,4.66,10.48,7.94,0.03,37.64,0.78,
20100908,08-Sep-2010,0.191,0.784,0.025,13.48,7.47,1.93,7.89,,7.01,3.19,4.64,10.42,8,0.03,39.68,0.76,
20100909,09-Sep-2010,0.193,0.783,0.023,13.71,7.46,2.69,7.7,,6.96,3.14,4.6,10.62,8.06,0.03,40.21,0.76,
20100910,10-Sep-2010,0.19,0.787,0.023,14.08,7.46,2.36,7.62,,6.96,3.15,4.58,10.45,7.94,0.03,40.05,0.76,
20100911,11-Sep-2010,0.209,0.772,0.02,12.96,7.47,2.11,8.11,,6.94,3.23,4.42,10.38,7.96,0.03,39.66,0.77,
20100912,12-Sep-2010,0.233,0.745,0.022,12.92,7.49,2,8.15,,6.92,3.28,4.39,10.37,7.97,0.03,39.6,0.72,
20100913,13-Sep-2010,0.291,0.686,0.023,13.02,7.51,1.7,8.14,,6.93,3.25,4.32,10.65,8.02,0.03,40.29,0.75,
20100914,14-Sep-2010,0.302,0.678,0.02,13.66,7.51,1.52,7.93,,6.93,3.27,4.27,11,7.92,0.03,38.57,0.76,
20100915,15-Sep-2010,0.298,0.677,0.025,13.69,7.36,1.58,7.89,,6.94,3.33,4.2,11.04,7.94,0.03,41,0.73,
20100916,16-Sep-2010,0.329,0.649,0.021,14.21,7.37,1.51,7.8,,6.89,3.35,4.17,11.33,7.92,0.03,41.21,0.76,
20100917,17-Sep-2010,0.327,0.65,0.024,14.04,7.51,1.44,7.83,,6.9,3.39,4.08,11.34,8.06,0.03,40.34,0.76,
20100918,18-Sep-2010,0.355,0.62,0.025,13.55,7.51,1.38,7.9,,6.9,3.37,4.01,11.35,7.89,0.03,38.57,0.74,
20100919,19-Sep-2010,0.449,0.525,0.027,12.95,7.54,1.25,8.05,,6.9,3.44,3.91,11.52,7.93,0.03,36.62,0.74,
20100920,20-Sep-2010,0.327,0.647,0.026,14.1,7.53,1.28,7.66,,6.94,3.25,3.9,11.63,7.91,0.03,38.72,0.76,
20100921,21-Sep-2010,0.331,0.644,0.026,14.03,7.54,1.19,7.73,,6.95,3.2,3.84,11.76,8.03,0.03,38.31,0.75,
20100922,22-Sep-2010,0.376,0.599,0.025,13.83,7.56,1.1,7.73,,7.06,3.21,3.75,12.01,7.96,0.03,37.55,0.75,
20100923,23-Sep-2010,0.493,0.487,0.02,12.88,7.58,1.07,8.02,,7.14,3.21,3.69,11.67,8.07,0.03,37.28,0.74,
20100924,24-Sep-2010,0.332,0.625,0.043,12.85,7.57,1.05,8.23,,7.14,3.21,3.68,11.43,7.93,0.03,38.84,0.72,
20100925,25-Sep-2010,0.398,0.576,0.027,12.93,7.54,1.07,8.13,,,3.19,3.62,11.46,7.92,0.03,39.73,0.7,
20100926,26-Sep-2010,0.469,0.506,0.025,13.1,7.54,1.15,8.13,,,3.13,3.51,11.91,7.93,0.03,39.42,0.76,
20100927,27-Sep-2010,0.326,0.644,0.029,14.36,7.55,1.01,7.81,10.93,7.13,3.38,3.47,11.87,7.8,0.03,40.04,0.8,
20100928,28-Sep-2010,0.303,0.65,0.048,14.51,7.57,1.04,7.77,10.74,7.11,3,3.42,12.66,8.04,0.03,39.43,0.74,
20100929,29-Sep-2010,0.315,0.653,0.032,14.35,7.55,0.98,7.59,10.61,7.1,2.91,3.36,11.81,8.1,0.03,39.27,0.73,
20100930,30-Sep-2010,0.408,0.563,0.029,13.36,7.5,,7.94,10.6,7.09,2.86,3.33,12.06,8.08,0.03,38.73,0.78,
20101001,01-Oct-2010,0.398,0.584,0.019,12.75,7.49,1.15,8.17,10.63,7.09,2.85,3.26,11.59,7.91,0.03,39.14,0.79,
20101002,02-Oct-2010,0.393,0.574,0.033,12.34,7.49,,8.35,10.58,7.09,2.86,3.15,11.56,7.82,0.03,37.64,0.81,
20101003,03-Oct-2010,0.457,0.512,0.032,11.62,7.51,1.97,8.51,10.57,7.09,2.88,3.09,11.34,8.03,0.03,37.15,0.79,
20101004,04-Oct-2010,0.39,0.586,0.024,11.37,7.52,1.84,8.54,10.59,7.09,2.88,3.03,11.11,7.99,0.03,38.35,0.78,
20101005,05-Oct-2010,0.379,0.586,0.035,11.63,7.53,1.26,8.43,10.81,7.14,2.95,3.52,11.19,7.92,0.03,38.14,0.75,
20101006,06-Oct-2010,0.426,0.537,0.037,12.64,7.54,0.97,8.19,10.64,7.15,2.94,4.09,11.64,7.97,0.03,38.05,0.76,
20101007,07-Oct-2010,0.454,0.523,0.023,12.49,7.6,0.89,8.27,10.86,7.18,2.9,4.02,11.85,7.85,0.03,38,0.76,
20101008,08-Oct-2010,0.431,0.538,0.031,13.14,7.6,0.97,7.98,10.94,7.18,2.89,3.97,11.92,7.99,0.03,38.32,0.79,
20101009,09-Oct-2010,0.472,0.502,0.026,10.66,7.65,0.93,8.76,10.61,7.19,3.03,3.88,11.22,7.96,0.03,39.99,0.76,
20101010,10-Oct-2010,0.524,0.439,0.037,9.97,7.65,0.92,8.9,10.56,7.19,3.03,3.87,10.71,7.93,0.03,39.72,0.74,
20101011,11-Oct-2010,0.645,0.323,0.032,9.65,7.64,0.93,8.98,10.75,7.21,2.89,3.73,10.4,7.94,0.03,39.78,0.75,
20101012,12-Oct-2010,0.668,0.303,0.029,10.33,7.58,1.01,8.8,10.86,7.18,2.98,3.67,10.87,7.99,0.03,39.49,0.8,
20101013,13-Oct-2010,0.763,0.183,0.054,9.82,7.62,1.18,8.98,10.83,7.18,3.06,3.58,10.83,8.06,0.03,39.74,0.81,
20101014,14-Oct-2010,0.765,0.21,0.025,9.49,7.83,1.12,9.03,10.82,7.18,3.06,3.52,10.43,7.96,0.03,39.95,0.81,
20101015,15-Oct-2010,0.69,0.276,0.034,9.64,7.84,0.98,8.98,10.88,7.18,3.17,3.43,10.49,7.67,0.03,39.64,0.79,
20101016,16-Oct-2010,0.51,0.462,0.028,9.63,7.84,0.95,9,10.86,7.17,3.16,3.42,10.52,7.84,0.03,39.47,0.77,
20101017,17-Oct-2010,0.451,0.508,0.041,9.08,,0.92,9.16,10.88,7.18,3.16,3.33,10.23,7.88,0.03,39.47,0.7,
20101018,18-Oct-2010,0.538,0.408,0.054,9.38,,0.92,8.99,10.79,7.17,3.16,3.24,10.33,8.05,0.03,39.45,0.7,
20101019,19-Oct-2010,0.673,0.288,0.039,8.18,,0.92,9.4,10.77,7.16,3.13,3.23,9.63,8.03,0.03,39.43,0.76,
20101020,20-Oct-2010,0.649,0.304,0.046,8.18,7.59,0.96,9.4,10.76,7.15,3.2,3.15,9.52,8,0.03,39.43,0.8,
20101021,21-Oct-2010,0.699,0.263,0.038,8,7.61,0.92,9.44,10.74,7.14,3.23,3.03,9.33,8.01,0.03,38.97,0.77,
20101022,22-Oct-2010,0.627,0.334,0.039,8.13,7.65,0.97,9.25,10.73,7.14,3.27,2.93,9.48,7.93,0.03,39.45,0.79,
20101023,23-Oct-2010,0.935,0,0.065,8.26,7.62,0.9,9.13,,,,,9.55,7.85,0.03,40.1,0.78,
20101024,24-Oct-2010,0.968,0,0.032,8.5,7.64,0.92,9.14,,,,,9.78,8.07,0.03,41.14,0.77,
20101025,25-Oct-2010,0.625,0.324,0.051,8.21,7.68,0.95,9.11,10.82,7.14,3.19,2.78,9.48,8.15,0.03,41.31,0.75,
20101026,26-Oct-2010,0.607,0.356,0.036,5.91,7.68,1.1,9.93,10.96,7.15,3.1,2.99,8.51,7.96,0.03,39.77,0.79,
20101027,27-Oct-2010,0.59,0.376,0.034,3.77,7.59,1.08,10.78,11.15,7.17,3.19,3.32,7.1,8.08,0.03,39.74,0.79,
20101028,28-Oct-2010,0.608,0.38,0.013,2.94,7.57,0.93,11.28,11.52,7.24,3.2,4.2,6.62,7.97,0.03,38.87,0.77,
20101029,29-Oct-2010,0.409,0.541,0.05,3.96,7.6,0.79,10.87,11.92,7.34,3.09,5.13,8.18,7.82,0.03,38.1,0.76,
20101030,30-Oct-2010,0.479,0.473,0.048,4.71,7.61,0.96,10.5,12.15,7.42,3.02,5.73,8.76,8.05,0.03,40.23,0.77,
20101031,31-Oct-2010,0.493,0.49,0.016,6.35,7.57,0.94,9.71,12.4,7.49,2.98,6.18,9.54,7.93,0.03,38.75,0.77,
20101101,01-Nov-2010,0.48,0.44,0.08,6.89,7.53,1,9.65,12.49,7.52,2.98,6.38,9.82,7.91,0.03,38.78,0.77,
20101102,02-Nov-2010,0.491,0.476,0.032,6.43,7.43,0.93,9.97,12.64,7.62,3.02,7.05,9.89,7.96,0.03,39.09,0.8,
20101103,03-Nov-2010,0.466,0.476,0.058,6.57,7.4,0.88,9.87,12.62,7.66,3.01,7.23,9.94,8.1,0.03,39.06,0.78,
20101104,04-Nov-2010,0.477,0.474,0.049,6.73,7.44,0.84,9.93,12.62,7.69,2.97,7.37,10.08,7.91,0.03,39.82,0.76,
20101105,05-Nov-2010,0.465,0.466,0.068,5.47,7.45,0.81,10.38,12.59,7.73,2.98,7.53,9.57,7.97,0.03,39.82,0.81,
20101106,06-Nov-2010,0.434,0.546,0.019,5.09,7.59,0.79,10.41,12.54,7.79,2.88,7.72,9.53,8,0.03,41.03,0.8,
20101107,07-Nov-2010,0.468,0.501,0.03,5.73,7.69,0.81,10.08,12.47,7.78,2.93,7.65,9.63,7.99,0.03,42.34,0.77,
20101108,08-Nov-2010,0.606,0.354,0.039,5.29,7.73,0.86,10.16,12.43,7.79,2.94,7.67,8.62,7.91,0.03,40.63,0.76,
20101109,09-Nov-2010,0.607,0.354,0.038,4.92,7.73,0.83,10.1,12.44,7.85,2.79,7.97,8.15,7.98,0.03,39.07,0.79,
20101110,10-Nov-2010,0.584,0.383,0.033,4.14,7.71,0.8,10.57,12.18,7.86,2.8,7.9,7.85,7.93,0.03,38.88,0.78,
20101111,11-Nov-2010,0.597,0.367,0.036,3.23,7.71,0.73,11.02,11.95,7.88,2.68,8.03,7.14,7.94,0.03,38.64,0.75,
20101112,12-Nov-2010,0.625,0.337,0.037,2.37,7.72,0.74,11.42,11.58,,2.75,8.18,6.31,7.97,0.03,39.23,0.76,
20101113,13-Nov-2010,0.627,0.331,0.042,1.65,7.73,0.71,11.64,11.39,,2.71,8.17,5.6,8,0.03,39.19,0.79,
20101114,14-Nov-2010,0.625,0.333,0.042,1.65,7.78,0.7,11.5,11.22,,2.65,8.24,5.47,7.95,0.03,37.94,0.77,
20101115,15-Nov-2010,0.632,0.299,0.069,1.72,7.82,0.69,11.43,10.91,,2.16,8.07,5.04,7.92,0.03,38.86,0.79,
20101116,16-Nov-2010,0.63,0.279,0.091,2.02,7.91,0.74,10.82,10.81,7.61,2.36,8.19,5.11,8,0.03,39.92,0.81,
20101117,17-Nov-2010,0.629,0.335,0.036,2.13,7.96,0.77,10.59,10.51,7.54,2.9,8.3,5.32,8.04,0.03,39.69,0.8,
20101118,18-Nov-2010,0.612,0.35,0.037,1.64,7.8,0.74,10.88,10.18,7.54,3.34,8.35,4.97,7.99,0.03,39.62,0.78,
20101119,19-Nov-2010,0.608,0.359,0.033,2.15,7.62,0.75,10.51,9.93,7.54,3.15,8.34,5.15,8.05,0.03,39.93,0.79,
20101120,20-Nov-2010,0.612,0.356,0.032,2.49,7.62,0.73,10.38,9.86,7.51,3.17,8.25,5.37,8.08,0.03,40.32,0.78,
20101121,21-Nov-2010,0.617,0.338,0.046,1.89,7.65,0.72,10.55,9.67,7.53,3.06,8.32,4.91,7.95,0.03,40,0.75,
20101122,22-Nov-2010,0.619,0.334,0.047,2.01,7.62,0.75,10.49,9.59,7.58,2.82,8.46,5.23,8.18,0.03,40.65,0.73,
20101123,23-Nov-2010,0.618,0.319,0.063,1.42,7.65,0.69,10.87,9.36,7.57,2.84,8.46,4.92,7.86,0.03,39.58,0.78,
20101124,24-Nov-2010,0.689,0.246,0.065,1.36,7.69,0.67,10.74,9.08,7.59,2.79,8.56,4.22,7.92,0.03,39.28,0.8,
20101125,25-Nov-2010,0.633,0.321,0.046,1.44,7.67,0.62,10.9,8.7,7.59,2.93,8.61,4.38,7.74,0.03,38.39,0.76,
20101126,26-Nov-2010,0.59,0.354,0.056,1.56,7.67,0.59,10.9,8.25,7.59,3.21,8.71,4.74,7.78,0.03,38.11,0.75,
20101127,27-Nov-2010,0.566,0.387,0.048,1.55,7.75,0.59,10.94,8.07,7.58,3.12,8.7,4.91,7.91,0.03,38.3,0.77,
20101128,28-Nov-2010,0.559,0.394,0.047,1.49,7.77,0.67,10.73,7.99,7.58,2.99,8.7,4.82,8.23,0.03,38.1,0.78,
20101129,29-Nov-2010,0.523,0.396,0.081,1.23,7.72,0.76,10.71,7.86,7.59,2.9,8.78,4.61,8.06,0.03,37.56,0.78,
20101130,30-Nov-2010,0.528,0.438,0.035,1.03,7.68,0.68,10.97,7.4,7.57,3.03,8.93,4.46,8.06,0.03,37.46,0.82,
20101201,01-Dec-2010,0.498,0.466,0.035,0.93,7.67,0.64,10.89,7.21,7.57,3.09,8.94,4.46,8.03,0.03,38.24,0.77,
20101202,02-Dec-2010,0.517,0.413,0.07,0.92,7.7,0.65,10.9,7.46,7.61,3,8.98,4.25,8.14,0.03,38.23,0.78,
20101203,03-Dec-2010,0.54,0.422,0.038,0.84,7.65,0.76,10.86,7.48,7.65,2.91,9.05,4.15,8.02,0.03,37.85,0.78,
20101204,04-Dec-2010,0.547,0.41,0.043,0.84,7.58,0.82,10.96,7.49,7.66,2.71,9.13,3.97,8.09,0.03,38.74,0.78,
20101205,05-Dec-2010,0.548,0.411,0.042,0.84,7.59,0.74,11.04,7.36,7.67,2.84,9.21,3.91,7.91,0.03,38.12,0.78,
20101206,06-Dec-2010,0.543,0.396,0.061,0.82,7.62,0.7,11.08,7.23,7.67,2.83,9.16,3.86,7.93,0.03,38.28,0.8,
20101207,07-Dec-2010,0.55,0.394,0.057,0.81,7.64,0.68,10.97,7.15,7.69,2.76,9.24,3.78,7.96,0.03,38.86,0.77,
20101208,08-Dec-2010,0.524,0.404,0.073,0.89,7.65,0.66,11.04,7.03,7.68,2.67,9.29,3.89,7.99,0.03,38.53,0.8,
20101209,09-Dec-2010,0.482,0.469,0.049,1.1,7.57,0.63,10.93,6.96,7.69,2.6,9.34,4.23,8.17,0.03,38.94,0.8,
