Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20140716,16-Jul-2014,0.174,0.826,0,14.58,7.31,17.63,7.94,8.52,7.26,4.26,7.2,8.38,8.01,0.03,38.76,0.9,Data validated 07/17/2014 (sm)
20140717,17-Jul-2014,0.188,0.812,0,14.62,7.33,8.13,8.12,8.46,7.28,4.27,7.16,8.65,7.96,0.03,39.05,0.89,
20140718,18-Jul-2014,0.324,0.676,0,14.42,7.42,17.12,8.72,8.49,7.25,4.25,7.09,9.8,7.96,0.03,39.02,0.88,
20140719,19-Jul-2014,0.408,0.592,0,15.54,7.46,4.69,8.62,8.52,7.24,4.22,7.12,10.78,7.87,0.03,38.06,0.89,
20140720,20-Jul-2014,0.463,0.537,0,16.57,7.48,2.84,8.63,8.7,7.2,4.26,7.01,11.86,7.81,0.03,38.73,0.87,Data validated 07/21/2014 (sm)
20140721,21-Jul-2014,0.455,0.545,0,16.26,7.47,3.89,8.47,8.65,7.2,4.24,7.01,11.87,7.95,0.03,38.44,0.9,Data validated 07/22/2014 (sm)
20140722,22-Jul-2014,0.493,0.507,0,16.14,7.47,3.15,8.46,8.68,7.2,4.31,7.75,12.12,7.95,0.03,37.45,0.88,Data validated 07/23/2014 (sm)
20140723,23-Jul-2014,0.477,0.523,0,17.27,7.49,2.93,8.28,8.74,7.19,4.29,8.18,12.52,7.88,0.03,39.53,0.93,Data validated 07/24/2014 (sm)
20140724,24-Jul-2014,0.495,0.505,0,17.15,7.5,2.2,8.27,8.74,7.2,4.22,8.19,12.5,7.95,0.03,39.07,0.87,Data validated 07/25/2014 (sm)
20140725,25-Jul-2014,0.464,0.536,0,16.49,7.49,1.74,8.29,8.75,7.21,4.12,8.22,12.45,7.89,0.03,39.42,0.89,
20140726,26-Jul-2014,0.48,0.52,0,16.19,7.48,2.07,8.37,8.68,7.2,4.15,8.1,12.21,7.9,0.03,37.97,0.88,
20140727,27-Jul-2014,0.466,0.534,0,15.92,7.45,1.29,8.27,8.72,7.21,4.07,8.15,12.12,7.86,0.03,38.62,0.9,Data validated 07/28/2014 (sm)
20140728,28-Jul-2014,0.446,0.554,0,15.94,7.48,2.33,8.47,8.66,7.24,4.11,8.13,11.87,7.84,0.03,38.58,0.89,Data validated 07/29/2014 (sm)
20140729,29-Jul-2014,0.511,0.489,0,16.33,7.5,1.75,8.37,8.65,7.25,3.95,8.14,13.03,7.89,0.03,38.22,0.9,Data validated 07/30/2014 (sm)
20140730,30-Jul-2014,0,1,0,,,,,8.86,7.25,3.83,8.1,8.74,7.82,0.03,39.95,0.88,Data validated 07/31/2014 (sm)
20140731,31-Jul-2014,0.212,0.788,0,15.52,7.54,0.62,7.62,9.29,7.22,3.75,8.08,8.64,7.97,0.03,38.72,0.82,Data validated 08/01/2014 (sm)
20140801,01-Aug-2014,0.345,0.655,0,15.4,7.45,8.18,8.09,8.52,7.28,4.03,8.03,10.85,7.99,0.05,38.23,0.86,
20140802,02-Aug-2014,0.329,0.671,0,15.29,7.49,3.52,8.29,8.55,7.25,3.91,8.01,10.87,7.82,0.03,38.79,0.89,
20140803,03-Aug-2014,0.543,0.457,0,16.48,7.59,4.4,8.26,8.62,7.24,3.87,8.01,12.55,7.85,0.03,38.59,0.87,
20140804,04-Aug-2014,0.494,0.506,0,16.83,7.62,2.46,8.25,8.63,7.22,3.91,7.94,13.03,7.71,0.03,38.61,0.89,Data validated 08/05/2014 (sm)
20140805,05-Aug-2014,0.154,0.846,0,16.19,7.69,0.86,7.99,8.64,7.23,3.9,7.92,9.16,7.93,0.03,37.73,0.9,Data validated 08/06/2014 (sm)
20140806,06-Aug-2014,0.31,0.69,0,15.19,7.52,2.68,8.58,8.67,7.21,4.02,7.82,10.44,7.97,0.03,38.3,0.91,Data validated 08/07/2014 (sm)
20140807,07-Aug-2014,0.493,0.507,0,15.82,7.39,3.18,8.48,8.55,7.21,4.04,7.82,11.94,7.95,0.03,39.21,0.88,Data validated 08/08/2014 (sm)
20140808,08-Aug-2014,0.618,0.382,0,15.13,7.43,1.93,8.69,8.46,7.21,4.46,7.74,12.95,7.98,0.03,38.11,0.88,
20140809,09-Aug-2014,0.667,0.333,0,15.06,7.42,1.51,8.69,8.42,7.2,4.4,7.66,13.32,7.89,0.03,38.36,0.89,
20140810,10-Aug-2014,0.707,0.293,0,15.03,7.4,4.09,8.74,8.42,7.21,4.32,7.67,13.63,7.94,0.03,38.53,0.88,Data validated 08/11/2014 (sm)
20140811,11-Aug-2014,0.59,0.41,0,15.44,7.37,2.87,8.62,8.45,7.2,4.4,7.62,13.29,7.85,0.03,38.91,0.89,Data validated 08/12/2014 (sm)
20140812,12-Aug-2014,0.554,0.446,0,15.67,7.35,2.44,8.6,8.49,7.2,4.36,7.62,12.82,7.95,0.03,40.14,0.86,Data validated 08/13/2014 (sm)
20140813,13-Aug-2014,0.512,0.488,0,16.09,7.3,1.92,8.49,8.49,7.18,4.49,7.56,12.87,7.8,0.03,39.66,0.85,Data validated 08/14/2014 (sm)
20140814,14-Aug-2014,0.576,0.424,0,16.02,7.29,2.05,8.52,8.51,7.17,4.52,7.52,12.92,8.04,0.03,38.51,0.86,Data validated 08/15/2014 (sm)
20140815,15-Aug-2014,0.461,0.539,0,15.65,7.28,8.39,8.38,8.49,7.18,4.56,7.5,12.67,7.94,0.03,39.26,0.88,
20140816,16-Aug-2014,0.57,0.43,0,15.64,7.33,3.02,8.52,8.49,7.18,4.71,7.41,12.74,7.98,0.03,39.77,0.89,
20140817,17-Aug-2014,0.591,0.409,0,16.24,7.3,2.55,8.43,8.51,7.17,4.61,7.44,13.28,7.93,0.03,39.52,0.87,Data validated 08/18/2014 (sm)
20140818,18-Aug-2014,0.551,0.449,0,16.24,7.29,3.54,8.41,8.7,7.17,4.61,7.39,13.24,7.88,0.03,38.48,0.89,Data validated 08/19/2014 (sm)
20140819,19-Aug-2014,0.552,0.448,0,15.31,7.3,2.49,8.6,9.08,7.15,4.49,6.6,12.64,7.99,0.03,38.28,0.86,Data validated 08/20/2014 (sm)
20140820,20-Aug-2014,0.537,0.463,0,15.38,7.32,4.76,8.48,9.12,7.14,4.67,6.07,12.8,7.99,0.03,39.51,0.88,
20140821,21-Aug-2014,0.535,0.465,0,15.81,7.31,1.64,8.4,9.12,7.15,4.78,6.01,12.73,7.99,0.03,39.35,0.86,
20140822,22-Aug-2014,0.602,0.398,0,15.3,7.3,1.3,8.45,9.09,7.17,4.53,6.09,12.97,7.97,0.03,38.66,0.89,
20140823,23-Aug-2014,0.707,0.293,0,15.11,7.35,1.7,8.56,9.05,7.17,4.69,5.98,13.68,7.97,0.03,38.4,0.88,
20140824,24-Aug-2014,0.699,0.301,0,14.22,7.37,1.84,8.8,9.04,7.17,4.65,5.95,13.28,7.85,0.03,38.3,0.9,Data validated 08/25/2014 (sm)
20140825,25-Aug-2014,0.638,0.362,0,14.42,7.33,1.62,8.75,9.07,7.17,4.72,5.91,12.97,7.95,0.03,38.5,0.91,"Horsetooth DO suspect, under investigation.

Data validated 08/25/2014 (sm)"
20140826,26-Aug-2014,0.558,0.442,0,14.66,7.31,2.34,8.67,9.1,7.16,4.56,5.87,12.38,8.02,0.03,39.38,0.86,Data validated 08/27/2014 (sm)
20140827,27-Aug-2014,0.184,0.816,0,13.04,6.99,1.45,8.01,9.08,7.14,4.62,5.84,9.99,7.96,0.03,38.78,0.85,Data validated 08/28/2014 (sm)
20140828,28-Aug-2014,0.305,0.695,0,14.76,7.23,3.03,7.97,9.03,7.16,4.58,5.87,10.41,8,0.03,39.24,0.93,Data validated 08/29/2014 (sm)
20140829,29-Aug-2014,0.427,0.573,0,13.5,7.34,4.92,8.95,8.99,7.18,4.51,5.83,10.99,7.99,0.03,39.62,0.85,
20140830,30-Aug-2014,0.403,0.597,0,13.95,7.3,3.21,8.42,8.96,7.17,4.59,5.75,9.77,8.1,0.03,41.6,0.87,
20140831,31-Aug-2014,0.582,0.418,0,14.92,7.41,2.07,8.43,8.99,7.15,4.64,5.72,12.65,7.88,0.03,39.72,0.87,
20140901,01-Sep-2014,0.596,0.404,0,14.44,7.41,4.03,8.58,9,7.15,4.62,5.68,12.58,7.95,0.03,39.64,0.87,Data validated 09/02/2014 (sm)
20140902,02-Sep-2014,0.582,0.418,0,13.85,7.37,4.98,8.89,9.02,7.15,4.65,5.64,12.04,7.96,0.03,38.95,0.86,Data validated 09/03/2014 (sm)
20140903,03-Sep-2014,0.657,0.343,0,14.55,7.35,2.81,8.6,9.09,7.13,4.58,5.61,12.76,7.95,0.03,39.16,0.84,
20140904,04-Sep-2014,0.656,0.344,0,14.85,7.36,2.17,6.74,9.1,7.12,4.63,5.6,13.13,8.02,0.03,39.72,0.83,Data validated 09/05/2014 (sm)
20140905,05-Sep-2014,0.697,0.303,0,13.61,7.35,1.84,7.13,9.04,7.17,4.57,5.56,13,7.95,0.03,38.09,0.82,
20140906,06-Sep-2014,0.677,0.323,0,12.86,7.36,1.22,9.09,8.98,7.18,4.65,5.52,12.24,7.91,0.03,37.69,0.81,
20140907,07-Sep-2014,0.389,0.611,0,14.42,7.31,1.06,8.23,8.99,7.16,4.6,5.55,10.29,7.87,0.03,37.92,0.84,Data validated 09/08/2014 (sm)
20140908,08-Sep-2014,0.55,0.45,0,14.57,7.43,4.16,8.54,9.04,7.14,4.76,5.47,12.23,7.96,0.03,39.01,0.85,Data validated 09/09/2014 (sm)
20140909,09-Sep-2014,0.628,0.372,0,14.08,7.48,2.82,8.67,9.04,7.13,4.78,5.39,12.41,8.03,0.03,38.47,0.8,Data validated 09/10/2014 (sm)
20140910,10-Sep-2014,0.634,0.366,0,14.14,7.45,1.26,8.24,9,7.15,4.4,5.41,12.88,7.94,0.03,38.2,0.81,Data validated 09/11/2014 (sm)
20140911,11-Sep-2014,0.642,0.358,0,13.81,7.45,2.67,8.76,8.95,7.19,4.44,5.42,12.62,7.97,0.03,38.43,0.85,Data validated 09/12/2014 (sm)
20140912,12-Sep-2014,0.662,0.338,0,11.03,7.5,1.29,9.69,8.85,7.22,4.34,5.41,11.52,7.94,0.03,37.8,0.8,
20140913,13-Sep-2014,0.647,0.353,0,9.47,7.52,0.86,10.05,8.81,7.21,4.24,5.4,9.89,8,0.03,39.22,0.83,
20140914,14-Sep-2014,0.704,0.296,0,11.69,7.48,1.4,9.25,8.89,7.19,4.21,5.36,10.82,7.97,0.03,39.19,0.87,Data validated 09/15/2014 (sm)
20140915,15-Sep-2014,0.693,0.307,0,12.44,7.45,1.53,9.04,8.94,7.16,4.24,5.31,11.85,8,0.03,38.31,0.93,Data validated 09/16/2014 (sm)
20140916,16-Sep-2014,0.645,0.355,0,12.98,7.47,2.33,9.02,8.94,7.15,4.32,5.26,11.73,8.04,0.03,39.74,0.84,Data validated 09/17/2014 (sm)
20140917,17-Sep-2014,0.631,0.369,0,13.67,7.47,2.35,8.86,9.01,7.12,4.31,5.24,12.15,7.99,0.03,40.08,0.8,Data validated 09/18/2014 (sm)
20140918,18-Sep-2014,0.73,0.27,0,13.72,7.46,1.49,8.8,9.06,7.11,4.19,5.23,12.94,8.12,0.03,40.26,0.82,
20140919,19-Sep-2014,0.632,0.368,0,15.14,7.51,1.12,8.3,9.1,7.09,4.3,5.18,12.96,7.88,0.03,39.62,0.84,
20140920,20-Sep-2014,0.625,0.375,0,15.18,7.57,0.93,8.49,9.11,7.08,4.33,5.11,13.21,7.84,0.03,38.86,0.81,
20140921,21-Sep-2014,0.653,0.347,0,15.27,7.55,1,8.53,9.14,7.09,4.33,5.07,13.5,8,0.03,39.21,0.8,Data validated 09/22/2014 (sm)
20140922,22-Sep-2014,0.718,0.282,0,14.53,7.54,0.78,8.67,9.11,7.11,4.38,4.97,13.52,7.99,0.03,39.38,0.81,Data validated 09/23/2014 (sm)
20140923,23-Sep-2014,0.712,0.288,0,14.51,7.54,0.68,8.58,9.1,7.1,4.34,4.91,13.53,7.95,0.03,40.14,0.83,Data validated 09/24/2014 (sm)
20140924,24-Sep-2014,0.688,0.312,0,14.69,7.57,0.8,8.64,9.11,7.09,4.41,4.88,13.23,7.95,0.03,40.1,0.82,Data validated 09/25/2014 (sm)
20140925,25-Sep-2014,0.689,0.311,0,14.99,7.58,0.43,8.6,9.13,7.08,4.26,4.88,13.53,7.85,0.03,39.43,0.77,
20140926,26-Sep-2014,0.684,0.316,0,15.28,7.6,0.29,8.48,9.18,7.08,4.26,4.84,13.66,7.98,0.03,38.92,0.81,
20140927,27-Sep-2014,0.708,0.292,0,15.51,7.61,0.29,8.37,9.2,7.07,4.28,4.74,14,7.93,0.03,39.49,0.82,
20140928,28-Sep-2014,0.733,0.267,0,14.91,7.63,0.21,8.48,9.21,7.08,4.3,4.7,14.1,7.91,0.03,39.36,0.81,Data validated 09/29/2014 (sm)
20140929,29-Sep-2014,0.499,0.501,0,13.29,7.47,0.64,8.26,9.12,7.12,4.32,4.71,12.27,7.93,0.03,39.88,0.83,
20140930,30-Sep-2014,0.486,0.514,0,13.34,7.6,3.05,8.65,9.04,7.16,4.2,4.73,11.3,7.86,0.03,39.29,0.81,
20141001,01-Oct-2014,0,1,0,,,,,8.99,7.18,4.07,4.74,8.95,8.03,0.03,39.96,0.83,
20141002,02-Oct-2014,0.252,0.748,0,13.12,7.47,6.82,7.7,8.95,7.2,3.98,4.74,9.18,8.11,0.03,40.37,0.81,
20141003,03-Oct-2014,0.322,0.678,0,10.13,7.64,3.26,9.99,8.96,7.19,3.88,4.8,9.79,7.96,0.03,39.65,0.81,
20141004,04-Oct-2014,0.484,0.516,0,9.42,7.69,2.51,10.03,8.97,7.2,3.83,4.76,9.32,7.97,0.03,39.79,0.78,
20141005,05-Oct-2014,0.666,0.334,0,10.15,7.7,1.75,9.69,9.02,7.17,3.8,4.73,10.07,8.02,0.03,40.08,0.82,
20141006,06-Oct-2014,0.595,0.405,0,10.53,7.7,1.27,9.57,9.02,7.15,3.85,4.68,10.13,7.98,0.03,39.56,0.87,
20141007,07-Oct-2014,0.58,0.42,0,11.08,7.68,1.07,9.42,9.05,7.13,3.88,4.63,10.24,7.99,0.03,39.53,0.8,Data validated 10/08/2014 (sm)
20141008,08-Oct-2014,0.576,0.424,0,11.44,7.67,0.88,9.36,9.04,7.12,3.88,4.57,10.51,7.89,0.03,39.72,0.81,Data validated 10/09/2014 (sm)
20141009,09-Oct-2014,0.559,0.441,0,11.28,7.66,0.65,9.38,9.01,7.13,3.84,4.56,10.64,7.93,0.03,39.74,0.83,Data validated 10/10/2014 (sm)
20141010,10-Oct-2014,0.494,0.506,0,10.5,7.65,0.69,9.54,8.92,7.17,3.87,4.51,9.92,7.92,0.03,39.58,0.81,
20141011,11-Oct-2014,0.531,0.469,0,9.9,7.67,0.95,9.76,8.91,7.18,3.98,4.39,9.7,7.96,0.03,40.98,0.83,
20141012,12-Oct-2014,0.529,0.471,0,10.42,7.67,0.73,9.46,8.92,7.16,3.95,4.37,9.84,8.01,0.03,41.32,0.84,Data validated 10/13/2014 (sm)
20141013,13-Oct-2014,0.618,0.382,0,8.67,7.73,0.83,10.18,8.92,7.17,3.86,4.72,9.04,7.94,0.03,40.15,0.82,Data validated 10/14/2014 (sm)
20141014,14-Oct-2014,0.776,0.224,0,8,7.73,0.72,10.34,8.9,7.16,3.87,5.08,8.54,7.97,0.03,38.89,0.79,Data validated 10/15/2014 (sm)
20141015,15-Oct-2014,0.468,0.532,0,8.65,7.67,0.45,10.05,8.98,7.15,3.75,5.05,9.04,7.96,0.03,39.19,0.8,Data validated 10/16/2014 (sm)
20141016,16-Oct-2014,0.4,0.6,0,8.96,7.7,0.67,10.01,9.02,7.12,3.72,5.03,8.78,8.08,0.03,40.57,0.82,Data validated 10/17/2014 (sm)
20141017,17-Oct-2014,0.492,0.508,0,9.37,7.7,0.65,9.85,9.01,7.11,3.74,5.03,9.1,8.04,0.03,39.9,0.84,
20141018,18-Oct-2014,0.56,0.44,0,8.87,7.67,0.65,10,9.04,7.16,3.77,5.01,9.22,7.89,0.03,39.17,0.83,
20141019,19-Oct-2014,0.507,0.493,0,8.85,7.67,0.59,9.94,9.03,7.16,3.77,4.88,8.95,7.98,0.03,38.68,0.88,Data validated 10/20/2014 (sm)
20141020,20-Oct-2014,0.754,0.246,0,9.28,7.73,1.21,9.83,9.09,7.15,4.28,4.81,9.27,7.88,0.03,38.55,0.86,Data validated 10/21/2014 (sm)
20141021,21-Oct-2014,1,0,0,9.2,7.72,0.73,9.64,,,,,9.41,7.81,0.03,38.59,0.83,Data validated 10/22/2014 (sm)
20141022,22-Oct-2014,1,0,0,9.51,7.77,0.57,9.77,,,,,9.42,7.85,0.03,38.98,0.84,Data validated 10/23/2014 (sm)
20141023,23-Oct-2014,1,0,0,8.74,7.84,0.63,9.95,,,,,9.17,7.91,0.03,39.15,0.9,Data validated 10/24/2014 (sm)
20141024,24-Oct-2014,0.999,0,0.001,8.68,7.82,0.56,9.99,,,,,9.09,7.82,0.03,38.7,0.89,
20141025,25-Oct-2014,0.999,0,0.001,8.58,7.81,0.52,10.01,,,,,8.97,7.78,0.03,39.88,0.89,
20141026,26-Oct-2014,0.999,0,0.001,8.73,7.83,0.5,9.91,,,,,8.94,7.78,0.04,40.34,0.87,Data validated 10/27/2014 (sm)
20141027,27-Oct-2014,0.999,0,0.001,8.76,7.85,0.72,9.83,,,,,9.11,7.88,0.03,40.4,0.9,Data validated 10/28/2014 (sm)
20141028,28-Oct-2014,0.999,0,0.001,6.66,7.87,0.53,10.67,,,,,8.52,7.89,0.03,39.67,0.89,Data validated 10/29/2014 (sm)
20141029,29-Oct-2014,0.999,0,0.001,5.49,7.91,0.53,11.09,,,,,7.68,8.03,0.03,39.95,0.88,Data validated 10/30/2014 (sm)
20141030,30-Oct-2014,1,0,0,5.95,7.89,0.59,10.88,,,,,7.91,8.02,0.03,40.62,0.89,Data validated 10/31/2014 (sm)
20141031,31-Oct-2014,1,0,0,5.57,7.9,0.81,11.06,,,,,7.59,8.02,0.03,40.34,0.86,
20141101,01-Nov-2014,1,0,0,5.55,7.89,0.3,10.96,,,,,7.64,7.97,0.03,39.19,0.85,
20141102,02-Nov-2014,1,0,0,5.57,7.9,0.44,10.85,,,,,7.63,7.93,0.03,39.08,0.87,Data validated 11/03/2014 (sm)
20141103,03-Nov-2014,1,0,0,6.24,7.87,0.6,10.55,,,,,7.94,7.98,0.03,38.41,0.86,Data validated 11/04/2014 (sm)
20141104,04-Nov-2014,1,0,0,5.44,7.92,0.3,11.08,,,,,7.71,7.93,0.03,38.71,0.84,Data validated 11/05/2014 (sm)
20141105,05-Nov-2014,1,0,0,4.57,7.94,0.25,11.35,,,,,7.11,7.89,0.03,39.16,0.88,"Horsetooth Reservoir Water 
           Temperature:8.2'C
                              pH:6.84
                  Turbidity:4.32
Dissolved Oxygen:4.32 (same reading as turbidity)

Data validated 11/06/2014 (sm)"
20141106,06-Nov-2014,1,0,0,5.03,7.93,0.22,11.26,,,,,7.45,8,0.03,39.64,0.88,"Horsetooth Reservoir Water:
Temperature: 8.2'c
pH: 6.82
Turbidity: 4.30
Dissolved Oxygen: 4.27

Data validated 11/07/2014 (sm)"
20141107,07-Nov-2014,1,0,0,5.08,7.92,0.23,11.12,,,,,7.38,7.92,0.03,39.17,0.87,
20141108,08-Nov-2014,1,0,0,5.93,7.9,0.24,10.81,,,,,7.78,7.99,0.03,39.12,0.91,
20141109,09-Nov-2014,1,0,0,5.66,7.91,0.26,10.84,,,,,7.77,7.88,0.03,39,0.88,"Horsetooth Reservoir Water:
Temperature: 8.6'C
pH:7.00 Units
Turbidity: 2.2 NTU
Dissolved Oxygen: 3.9 mg/L


Data validated 11/10/2014 (sm)"
20141110,10-Nov-2014,1,0,0,5.75,7.91,0.29,10.63,,,,,7.77,7.94,0.03,38.81,0.84,
20141111,11-Nov-2014,1,0,0,4.04,7.96,1.19,11.67,,,,,7.52,7.94,0.03,38.98,0.85,"Horsetooth Reservoir Water:
Temperature: 8.2'C
Dissolved Oxygen: 4.32
Turbidity: 3.88
pH: 6.71
Data validated 11/12/2014 (sm)"
20141112,12-Nov-2014,1,0,0,1.91,7.94,2.53,12.49,,,,,6.32,7.9,0.03,39.24,0.89,"Horsetooth Reservoir Water:
Temperature: 8.2'C
pH: 7.06
Turbidity: 1.85
Dissoloved Oxygen: 4.22

Data Validated 11/13/2014 (sm)"
20141113,13-Nov-2014,1,0,0,1.7,7.84,0.39,12.54,,,,,6.02,7.88,0.03,39.63,0.85,"Horsetooth Reservoir Water:
Temperature: 8.2'C
pH: 
Turbidity: 3.88
Dissolved Oxygen: 4.21

Data validated 11/14/2014 (sm)"
20141114,14-Nov-2014,1,0,0,1.29,7.87,1,12.37,,,,,5.37,7.82,0.03,40.36,0.88,
20141115,15-Nov-2014,1,0,0,1.25,7.85,1.64,12.24,,,,,5.03,7.85,0.03,40.8,0.85,
20141116,16-Nov-2014,1,0,0,1.27,7.79,0.32,12.32,,,,,5.13,7.99,0.03,40.9,0.88,"Horsetooth Reservoir Water:
Temperature: 8.7
pH: 7.06
Turbidity: 1.5
Dissolved Oxygen: 5.1

Poudre River Water Dissolved Oxygen is actually 11.1 not 12.3

Data validated 11/17/2014 (sm)"
20141117,17-Nov-2014,1,0,0,1.24,7.81,0.21,12.33,,,,,5.02,7.92,0.03,39.81,0.89,
20141118,18-Nov-2014,1,0,0,1.21,7.85,0.37,12.31,,,,,5.23,7.9,0.04,39.35,0.88,
20141119,19-Nov-2014,1,0,0,1.18,7.85,0.6,12.31,,,,,5.09,7.97,0.03,39.56,0.85,"Horsetooth Reservoir Water:
Turbidity: 0.90
Temperature: 8.1
pH: 7.22
Dissolved Oxygen: 8.22

Actual Poudre River Water Dissolved Oxygen is 11.6

Data validated 11/20/2014 (sm)"
20141120,20-Nov-2014,1,0,0,1.07,7.81,0.75,12.32,,,,,4.72,8.05,0.03,39.87,0.86,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.36
Turbidity: 1.00
pH: 7.23
Temperature: 8.2

Data validated 11/21/2014 (sm)"
20141121,21-Nov-2014,1,0,0,1.22,7.75,0.67,11.59,,,,,4.99,8.02,0.04,39.48,0.88,
20141122,22-Nov-2014,1,0,0,1.33,7.75,0.63,11.59,,,,,5.27,7.93,0.03,37.69,0.87,
20141123,23-Nov-2014,1,0,0,1.24,7.77,0.72,11.51,,,,,5.24,7.97,0.04,38.57,0.9,"Horsetooth Reservoir Water:
Temperature: 8.2'c
pH: 7.45
Turbidity: 1.26
Dissolved Oxygen: 8.1

Data validated 11/24/2014 (sm)"
20141124,24-Nov-2014,1,0,0,0.97,7.81,0.87,11.64,,,,,5,7.97,0.03,38.72,0.87,"Horsetooth Reservoir Water:
Temperature: 7.5'C
pH: 7.32
Turbidity: 1.10
Dissolved Oxygen: 9.1

Data validated 11/25/2014 (sm)"
20141125,25-Nov-2014,1,0,0,1.03,7.81,0.52,11.7,,,,,4.77,7.84,0.03,38.52,0.83,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.2
Turbidity: 1.10
pH: 7.32
Temperature: 7.4'C


Data validated 11/26/2014 (sm)"
20141126,26-Nov-2014,1,0,0,1.36,7.97,0.6,11.64,,,,,4.64,8.05,0.03,38.77,0.86,
20141127,27-Nov-2014,1,0,0,1.35,8.12,0.62,11.72,,,,,4.6,8.09,0.03,38.42,0.88,
20141128,28-Nov-2014,1,0,0,1.66,8.03,0.87,11.58,,,,,4.93,8.08,0.03,38.12,0.88,
20141129,29-Nov-2014,1,0,0,2.01,8.05,0.67,11.45,,,,,5.59,7.96,0.03,38.07,0.87,
20141130,30-Nov-2014,1,0,0,2.1,8.04,0.74,11.22,,,,,5.63,7.91,0.03,38.32,0.86,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.4
pH: 7.48
Temperature: 7.3'C
Turbidity: 1.16

Data validated 12/1/2014 (sm)"
20141201,01-Dec-2014,1,0,0,1.69,7.97,1.44,11.61,,,,,5.08,7.85,0.03,38.95,0.93,"Horsetooth Reservoir Water:
pH: 7.37
Temperature: 6.9'C
Turbidity: 0.93
Dissolved Oxygen: 8.59

Data validated 12/02/2014 (sm)"
20141202,02-Dec-2014,1,0,0,1.12,7.85,0.81,11.25,,,,,3.85,7.92,0.03,39.05,0.93,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.65
Turbidity: 0.95
Temperature: 6.9'C
pH: 7.42

Data validated 12/03/2014 (sm)"
20141203,03-Dec-2014,1,0,0,1.27,7.83,0.83,11.44,,,,,4.42,8.01,0.03,39.68,0.89,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.71
Turbidity: 0.90
pH: 7.42
Temperature: 6.8'C

Data validated 12/04/2014 (sm)"
20141204,04-Dec-2014,1,0,0,1.29,7.84,0.68,11.47,,,,,4.33,7.87,0.03,39.81,0.85,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.74
Turbidity: 0.83
pH: 7.41
Temperature: 6.7'C

Data validated 12/05/2014 (sm)"
