Datenum,Date,Poudre Inf Flow (%),Horsetooth Inf Flow (%),Washwater Return Inf Flow (%),Poudre Temp (C),Poudre pH,Poudre Turb (NTU),Poudre DO (mg/l),Horsetooth Temp (C),Horsetooth pH,Horsetooth Turb (NTU),Horsetooth DO (mg/L),Finished Water Temp (C),Finished Water pH,Finished Water Turb (NTU),Finished Water Alk (mg/L),Finished Water Cl2 Res (mg/L),Notes
20141205,05-Dec-2014,1,0,0,1.61,7.82,0.69,11.33,,,,,4.52,8,0.03,39.8,0.87,
20141206,06-Dec-2014,1,0,0,1.91,7.79,0.6,11.45,,,,,4.68,8,0.03,40.36,0.89,
20141207,07-Dec-2014,1,0,0,1.6,7.81,0.59,11.59,,,,,4.54,7.94,0.03,40.71,0.88,"Horsetooth Reservoir Water:
Temperature: 7.0
pH: 7.50
Turbidity: 1.18
Dissolved Oxygen: 8.5

Data validated 12/08/2014 (sm)"
20141208,08-Dec-2014,1,0,0,1.47,7.79,5.14,11.65,,,,,3.83,7.93,0.03,40.31,0.87,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.08
Turbidity: 0.81
pH: 7.43
Temperature: 6.5

Data validated 12/09/2014 (sm)"
20141209,09-Dec-2014,1,0,0,1.46,7.84,0.88,11.73,,,,,4.04,8,0.03,39.21,0.84,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.05
Turbidity: 0.85
pH: 7.44
Temperature: 6.5

Data validated 12/10/2014 (sm)"
20141210,10-Dec-2014,1,0,0,1.78,7.84,0.69,11.69,,,,,5.28,8.05,0.03,38.99,0.86,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.15
Turbidity: 0.85
pH: 7.45
Temperature: 6.5

Data validated 12/11/2014 (sm)"
20141211,11-Dec-2014,1,0,0,1.46,7.85,0.6,11.72,,,,,4.71,7.98,0.03,39.22,0.87,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.12
Turbidity: 0.95
pH: 7.44
Temperature: 6.4

Data validated 12/12/2014 (sm)"
20141212,12-Dec-2014,1,0,0,1.41,7.85,0.49,11.7,,,,,4.58,7.97,0.03,39.34,0.87,
20141213,13-Dec-2014,1,0,0,1.31,7.86,0.63,11.66,,,,,4.47,8.01,0.03,39.96,0.87,
20141214,14-Dec-2014,1,0,0,1.29,7.86,0.77,11.54,,,,,4.48,8,0.03,39.8,0.88,"Horsetooth Reservoir Water:
Dissolved Oxygen: 8.8
pH: 7.56
Temperature: 6.7
Turbidity: 1.00

Data validated 12/15/2014 (sm)"
20141215,15-Dec-2014,1,0,0,1.43,7.85,0.61,11.5,,,,,4.41,8.04,0.03,39.29,0.9,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.38
Turbidity: 0.90
pH: 7.48
Temperature: 6.2

Data validated 12/16/2014 (sm)"
20141216,16-Dec-2014,1,0,0,1.31,7.87,0.46,11.7,,,,,4.39,7.83,0.03,39.43,0.92,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.42
Turbidity: 0.88
pH: 7.48
Temperature: 6.0

Data validated 12/17/2014 (sm)"
20141217,17-Dec-2014,1,0,0,1.22,7.9,0.44,11.67,,,,,4.23,7.94,0.03,39.24,0.87,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.46
Turbidity: 0.85
pH: 7.74
Temperature: 5.9

Data validated 12/18/2014 (sm)"
20141218,18-Dec-2014,1,0,0,1.15,7.9,0.7,11.68,,,,,3.86,8.01,0.03,38.43,0.85,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.55
Turbidity: 0.95
pH: 7.47
Temperature: 5.9

Data validated 12/19/2014 (sm)"
20141219,19-Dec-2014,1,0,0,1.15,7.85,0.54,11.71,,,,,3.82,8.06,0.03,38.49,0.84,
20141220,20-Dec-2014,1,0,0,1.15,7.9,0.47,11.67,,,,,3.72,7.86,0.03,38.58,0.84,
20141221,21-Dec-2014,1,0,0,1.17,7.92,0.42,11.62,,,,,3.55,8.02,0.03,39.11,0.84,"Horsetooth Reservoir Water:
Dissolved Oxygen: 9.3
pH: 7.60
Temperature: 6.1
Turbidity: 1.2

Data validated 12/22/2014 (sm)"
20141222,22-Dec-2014,1,0,0,1.19,7.89,0.63,11.52,,,,,3.59,8.05,0.03,39.08,0.86,"Horsetooth Reservoir Water:
Dissolved Oxygen: 10.08
Turbidity: 1.22
pH: 7.79
Temperature: 5.2

Data validated 12/23/2014 (sm)"
20141223,23-Dec-2014,0.655,0.345,0,1.13,7.88,0.47,11.66,5.19,7.75,1.04,10.1,3.74,8.02,0.03,38.55,0.9,Data validated 12/24/2014 (sm)
20141224,24-Dec-2014,0.606,0.394,0,1.09,7.9,0.38,11.72,4.99,7.72,1.12,10.16,3.17,7.9,0.03,39.04,0.87,
20141225,25-Dec-2014,0.603,0.397,0,1.1,7.91,0.39,11.47,4.91,7.72,1.1,10.15,3.1,7.92,0.03,39.14,0.87,
20141226,26-Dec-2014,0.61,0.39,0,1.04,7.89,0.45,11.59,4.76,7.72,1.13,10.17,3,8.12,0.03,38.74,0.87,
20141227,27-Dec-2014,0.592,0.408,0,1,7.89,0.4,11.71,4.61,7.73,1.16,10.21,2.91,7.89,0.03,38.23,0.88,
20141228,28-Dec-2014,0.574,0.426,0,1.02,7.89,0.34,11.68,4.49,7.74,1.17,10.25,3.02,7.95,0.03,39.18,0.89,Data validated 12/29/2014 (sm)
20141229,29-Dec-2014,0.591,0.409,0,1.01,7.91,0.29,11.66,4.41,7.77,1.11,10.29,2.86,7.91,0.03,40.31,0.86,Data validated 12/30/2014 (sm)
20141230,30-Dec-2014,0.578,0.422,0,0.89,7.93,0.36,11.88,4.25,7.79,1.12,10.34,2.89,7.88,0.03,40.23,0.89,Data validated 12/31/2014 (sm)
20141231,31-Dec-2014,0.636,0.364,0,0.82,7.92,0.32,11.92,4.06,7.8,1.1,10.38,2.5,7.88,0.03,39.05,0.91,
20150101,01-Jan-2015,0.66,0.34,0,0.78,7.93,0.44,11.84,3.93,7.84,1.1,10.44,2.38,7.99,0.03,40.3,0.87,Data validated 01/2/2015 (sm)
20150102,02-Jan-2015,0.741,0.259,0,0.75,7.9,0.46,11.78,3.88,7.84,1.1,10.47,2,8.09,0.03,40.84,0.89,
20150103,03-Jan-2015,0.667,0.333,0,0.75,7.89,0.37,11.7,3.82,7.86,1.11,10.51,2.17,8.07,0.03,39.24,0.89,
20150104,04-Jan-2015,0.737,0.263,0,0.67,7.87,0.37,11.85,3.73,7.85,1.11,10.5,1.94,7.96,0.03,39.29,0.91,Data validated 01/05/2015 (sm)
20150105,05-Jan-2015,0.722,0.278,0,0.68,7.87,0.34,11.85,3.57,7.88,1.25,10.6,1.92,8.13,0.03,39.45,0.88,Data validated 01/06/2015 (sm)
20150106,06-Jan-2015,0.735,0.265,0,0.75,7.87,0.41,11.82,3.38,7.91,1.4,10.76,1.84,8.17,0.03,39.24,0.84,Data validated 01/07/2015 (sm)
20150107,07-Jan-2015,0.732,0.268,0,0.7,7.79,0.37,11.96,3.34,7.93,1.46,10.81,1.83,8.13,0.03,39.93,0.89,Data validated 01/08/2015 (sm)
20150108,08-Jan-2015,0.732,0.268,0,0.73,7.68,0.38,11.84,3.25,7.94,1.51,10.88,1.79,7.9,0.03,40.44,0.89,Data validated 01/09/2015 (sm)
20150109,09-Jan-2015,0.639,0.361,0,0.76,7.67,0.35,11.86,3.16,7.96,1.51,10.95,1.88,7.89,0.03,39.52,0.89,
20150110,10-Jan-2015,0.52,0.48,0,0.86,7.68,0.36,11.79,3.12,7.95,1.5,10.96,2.37,7.81,0.04,38.88,0.88,
20150111,11-Jan-2015,0.531,0.469,0,0.9,7.68,0.45,11.72,3.15,7.94,1.54,10.91,2.39,7.88,0.05,38.79,0.87,Data validated 01/12/2015 (sm)
20150112,12-Jan-2015,0.556,0.444,0,0.83,7.68,0.53,11.79,3.64,7.81,1.6,10.84,2.35,7.9,0.05,38.8,0.88,Data validated 01/13/2015 (sm)
20150113,13-Jan-2015,0.579,0.421,0,0.83,7.67,0.47,11.79,4.16,7.64,1.46,10.91,2.19,7.95,0.04,38.77,0.9,Data validated 01/14/2015 (sm)
20150114,14-Jan-2015,0.543,0.457,0,0.89,7.67,0.62,11.79,4.22,7.62,1.6,10.81,2.32,7.97,0.04,38.59,0.88,Data validated 01/15/2015 (sm)
20150115,15-Jan-2015,0.545,0.455,0,0.92,7.66,0.56,11.78,4.24,7.61,1.59,10.76,2.36,8.01,0.04,39.37,0.88,Data validated 01/16/2015 (sm)
20150116,16-Jan-2015,0.546,0.454,0,0.9,7.66,0.65,11.76,4.15,7.65,1.51,10.85,2.34,7.88,0.04,39.95,0.85,
20150117,17-Jan-2015,0.545,0.455,0,0.93,7.67,0.92,11.69,3.85,7.82,1.45,11.27,2.22,8,0.03,39.94,0.87,
20150118,18-Jan-2015,0.548,0.452,0,0.92,7.69,0.84,11.73,3.89,7.82,1.47,11.27,2.21,7.94,0.03,40.13,0.89,
20150119,19-Jan-2015,0.536,0.464,0,0.91,7.68,1.04,11.69,3.93,7.84,1.45,11.29,2.29,7.93,0.03,40.02,0.9,Data validated 01/20/2015 (sm)
20150120,20-Jan-2015,0.585,0.415,0,0.89,7.68,0.98,11.74,3.95,7.85,1.47,11.31,2.23,8,0.03,38.79,0.86,Data validated 01/21/2015 (sm)
20150121,21-Jan-2015,0.587,0.413,0,0.81,7.7,0.71,11.8,3.68,7.87,1.61,11.3,2.32,7.88,0.03,38.47,0.88,Data validated 01/22/2015 (sm)
20150122,22-Jan-2015,0.605,0.395,0,0.79,7.71,0.55,11.84,3.28,7.87,1.63,11.28,2.09,7.89,0.03,38.32,0.86,Data validated 01/23/2015 (sm)
20150123,23-Jan-2015,0.636,0.364,0,0.75,7.73,0.58,11.81,3.3,7.86,1.7,11.22,2.02,7.96,0.04,38.61,0.86,
20150124,24-Jan-2015,0.651,0.349,0,0.74,7.75,0.63,11.78,3.25,7.91,1.64,11.3,1.9,8.02,0.04,39.35,0.88,
20150125,25-Jan-2015,0.605,0.395,0,0.8,7.72,0.67,11.72,3.2,7.97,1.52,11.42,2.01,8.06,0.04,39.31,0.86,Data validated 01/26/2015 (sm)
20150126,26-Jan-2015,0.603,0.397,0,0.87,7.69,0.73,11.75,3.23,7.99,1.53,11.45,2.24,8.05,0.03,39.62,0.86,Data validated 01/27/2015 (sm)
20150127,27-Jan-2015,0.638,0.362,0,0.76,7.7,0.9,11.76,3.34,8,1.63,11.47,2.24,7.96,0.03,40.52,0.91,Data validated 01/28/2015 (sm)
20150128,28-Jan-2015,0.403,0.597,0,0.95,7.96,0.64,11.61,3.4,7.98,1.44,11.44,2.57,8.04,0.04,39.06,0.86,
20150129,29-Jan-2015,0.505,0.495,0,1.15,8.15,0.7,11.68,3.46,7.97,1.34,11.45,2.93,8.07,0.04,39.13,0.86,"Poudre River pH is actually 7.66

Data validated 01/30/2015 (sm)"
20150130,30-Jan-2015,0.651,0.349,0,0.93,7.7,0.62,11.77,3.49,8,1.37,11.49,2.34,7.96,0.03,38.7,0.88,
20150131,31-Jan-2015,0.645,0.355,0,1.1,7.68,0.57,11.56,3.49,8.01,1.52,11.5,2.38,7.84,0.03,38.67,0.89,
20150201,01-Feb-2015,0.65,0.35,0,1.03,7.68,0.53,11.64,3.49,7.98,1.74,11.45,2.41,7.87,0.03,39,0.89,Data validated 02/02/2015 (sm)
20150202,02-Feb-2015,0.533,0.467,0,1.04,7.68,0.73,11.7,3.4,8.03,1.66,11.55,2.74,7.9,0.04,38.89,0.87,Data validated 02/03/2015 (sm)
20150203,03-Feb-2015,0.647,0.353,0,1.15,7.69,0.6,11.55,3.44,8.01,1.64,11.1,2.28,8.05,0.03,39.01,0.9,Data validated 02/04/2015 (sm)
20150204,04-Feb-2015,0.634,0.366,0,1.52,7.63,0.52,11.41,3.44,7.99,1.68,10.89,2.78,7.92,0.03,38.97,0.92,Data validated 02/05/2015 (sm)
20150205,05-Feb-2015,0.63,0.37,0,0.94,7.68,0.51,11.74,3.42,8.01,1.6,10.93,2.35,7.92,0.03,39.53,0.9,Data validated 02/06/2015 (sm)
20150206,06-Feb-2015,0.623,0.377,0,1.75,7.64,0.48,11.32,3.44,7.99,1.67,10.9,2.72,8.01,0.03,39.05,0.86,
20150207,07-Feb-2015,0.633,0.367,0,2.43,7.59,0.45,11.03,3.49,7.98,1.68,10.89,3.18,7.99,0.03,38.54,0.86,
20150208,08-Feb-2015,0.632,0.368,0,3.2,7.53,0.52,10.77,3.58,7.98,1.64,10.89,3.74,7.97,0.03,38.54,0.89,Data validated 02/09/2015 (sm)
20150209,09-Feb-2015,0.612,0.388,0,2.99,7.54,0.46,10.98,3.68,7.96,1.75,10.87,3.84,7.88,0.03,38.77,0.9,Data validated 02/10/2015 (sm)
20150210,10-Feb-2015,0.632,0.368,0,3.14,7.55,0.47,10.87,3.8,7.96,1.76,10.86,3.75,7.85,0.03,38.33,0.89,Data validated 02/11/2015 (sm)
20150211,11-Feb-2015,0.611,0.389,0,3.24,7.53,0.41,10.94,3.9,7.95,1.76,10.84,3.98,7.91,0.03,39.22,0.88,Data validated 02/12/15 (sm)
20150212,12-Feb-2015,0.629,0.371,0,2.89,7.56,0.37,11.12,3.95,7.94,1.78,10.84,3.83,7.95,0.03,39.43,0.83,Data validated 02/13/2015 (sm)
20150213,13-Feb-2015,0.61,0.39,0,3.47,7.53,0.42,10.83,4.03,7.93,1.72,10.83,4.09,7.88,0.03,39.1,0.87,
20150214,14-Feb-2015,0.629,0.371,0,3.25,7.53,0.39,10.96,4.1,7.92,1.62,10.81,4.13,7.93,0.03,39.41,0.89,
20150215,15-Feb-2015,0.613,0.387,0,3.19,7.55,0.38,10.91,4.13,7.91,1.62,10.8,4.07,7.88,0.03,39.56,0.87,
20150216,16-Feb-2015,0.623,0.377,0,1.75,7.63,0.37,11.56,4.12,7.86,1.72,10.72,3.26,7.92,0.03,39.34,0.88,
20150217,17-Feb-2015,0.641,0.359,0,1.46,7.67,0.76,11.61,4.04,7.86,1.72,10.72,2.88,7.9,0.04,39.3,0.87,Data validated 02/18/2015 (sm)
20150218,18-Feb-2015,0.537,0.463,0,1.6,7.63,0.33,11.54,3.92,7.84,1.5,10.75,3.07,8.33,0.04,40.38,0.84,
20150219,19-Feb-2015,0.591,0.409,0,1.65,7.66,0.65,11.48,3.99,7.83,1.41,10.74,3.15,7.93,0.04,38.92,0.9,Data validated 02/20/2015 (sm)
20150220,20-Feb-2015,0.607,0.393,0,2.98,7.58,0.56,10.83,4.01,7.84,1.34,10.74,3.91,7.94,0.04,39.23,0.87,
20150221,21-Feb-2015,0.572,0.428,0,2.2,7.59,0.39,11.21,3.97,7.82,1.35,10.7,3.74,7.85,0.04,39.3,0.87,
20150222,22-Feb-2015,0.593,0.407,0,1.03,7.67,0.61,11.84,3.88,7.82,1.36,10.68,2.96,7.94,0.04,40.44,0.87,Data validated 02/23/2015 (sm)
20150223,23-Feb-2015,0.579,0.421,0,0.9,7.7,0.36,11.84,3.85,7.8,1.35,10.66,2.72,7.98,0.04,40.16,0.87,Data validated 02/24/2015 (sm)
20150224,24-Feb-2015,0.564,0.436,0,0.95,7.74,0.3,11.76,3.88,7.79,1.33,10.61,2.79,7.83,0.04,39.17,0.85,Data validated 02/25/2015 (sm)
20150225,25-Feb-2015,0.564,0.436,0,0.95,7.73,0.49,11.65,3.9,7.77,1.35,10.55,2.81,8.13,0.04,40.12,0.86,Data validated 02/26/2015 (sm)
20150226,26-Feb-2015,0.572,0.428,0,0.87,7.71,0.4,11.76,3.68,7.81,1.38,10.68,2.72,8.07,0.04,39.33,0.89,Data validated 02/27/2015 (sm)
20150227,27-Feb-2015,0.548,0.452,0,0.84,7.71,0.66,11.77,3.7,7.78,1.35,10.6,2.77,8.02,0.04,39.17,0.89,
20150228,28-Feb-2015,0.471,0.529,0,0.83,7.71,0.34,11.7,3.63,7.77,1.29,10.6,2.86,7.95,0.04,39.8,0.87,
20150301,01-Mar-2015,0.467,0.533,0,0.84,7.73,0.31,11.74,3.68,7.75,1.32,10.53,3.02,7.94,0.04,39.91,0.82,Data validated 03/02/2015 (sm)
20150302,02-Mar-2015,0.551,0.449,0,0.79,7.75,0.4,11.78,3.69,7.74,1.36,10.5,2.72,8.05,0.03,39.65,0.86,Data validated 03/03/2015 (sm)
20150303,03-Mar-2015,0.554,0.446,0,0.77,7.72,0.45,11.59,3.5,7.78,1.32,10.62,2.6,8.05,0.03,39.79,0.86,Data validated 03/04/2015 (sm)
20150304,04-Mar-2015,0.563,0.437,0,0.71,7.7,0.34,11.71,3.42,7.8,1.3,10.66,2.53,7.83,0.03,38.77,0.91,Data validated 03/06/2015 (sm)
20150305,05-Mar-2015,0.551,0.449,0,0.7,7.7,0.31,11.88,3.42,7.79,1.34,10.45,2.53,7.87,0.03,38.31,0.91,Data validated 03/06/2015 (sm)
20150306,06-Mar-2015,0.589,0.411,0,0.75,7.73,0.49,11.99,3.49,7.75,1.38,10.28,2.49,7.94,0.03,38.71,0.88,
20150307,07-Mar-2015,0.574,0.426,0,0.75,7.72,0.74,12.01,3.51,7.76,1.33,10.36,2.53,7.98,0.03,39.31,0.87,
20150308,08-Mar-2015,0.594,0.406,0,0.82,7.7,0.98,11.97,3.59,7.79,1.3,10.51,2.49,7.89,0.03,39.56,0.88,Data validated 03/09/2015 (sm)
20150309,09-Mar-2015,0.537,0.463,0,1.04,7.68,0.85,11.89,3.68,7.84,1.29,10.71,2.52,7.92,0.03,39.72,0.91,Data validated 03/10/2015 (sm)
20150310,10-Mar-2015,0.554,0.446,0,1.91,7.61,0.72,11.63,3.8,7.84,1.27,10.75,3.14,7.84,0.03,38.02,0.92,Data validated 03/11/2015 (sm)
20150311,11-Mar-2015,0.522,0.478,0,3.15,7.55,0.71,11.25,3.91,7.82,1.29,10.74,3.79,8.07,0.03,38.62,0.87,Data validated 03/12/2015 (sm)
20150312,12-Mar-2015,0.492,0.508,0,3.83,7.52,0.76,11.03,4.07,7.82,1.29,10.77,4.13,7.84,0.03,39.43,0.87,Data validated 03/13/2015 (sm)
20150313,13-Mar-2015,0.468,0.532,0,4.53,7.49,0.89,10.77,4.17,7.82,1.27,10.8,4.49,7.9,0.03,38.64,0.88,
20150314,14-Mar-2015,0.346,0.654,0,4.64,7.53,0.8,10.81,4.29,7.82,1.26,10.84,4.42,7.95,0.03,38.91,0.87,
20150315,15-Mar-2015,0.479,0.521,0,5.73,7.46,1.13,10.43,4.47,7.82,1.24,10.89,5.08,7.93,0.03,38.51,0.86,Data validated 03/16/2015 (sm)
20150316,16-Mar-2015,0.477,0.523,0,7.57,7.38,2.21,9.74,4.59,7.81,1.26,10.89,5.87,7.97,0.03,38.26,0.87,Data validated 03/17/2015 (sm)
20150317,17-Mar-2015,0.451,0.549,0,8.18,7.34,3.14,9.66,4.73,7.78,1.28,10.88,6.35,7.8,0.03,38.88,0.89,Data validated 03/18/2015 (sm)
20150318,18-Mar-2015,0.455,0.545,0,5.6,7.4,2.07,10.68,4.74,7.78,1.32,9.72,5.52,7.79,0.03,39.07,0.84,Data validated 03/19/2015 (sm)
20150319,19-Mar-2015,0.439,0.561,0,5.45,7.43,1.53,10.61,4.72,7.76,1.39,8.53,5.15,8,0.03,40.15,0.88,Data validated 03/20/2015 (sm)
20150320,20-Mar-2015,0.442,0.558,0,5.64,7.43,1.59,10.73,4.73,7.76,1.39,8.52,5.33,7.86,0.03,39.65,1,
20150321,21-Mar-2015,0.453,0.547,0,6.58,7.4,1.73,10.35,4.75,7.75,1.41,8.57,5.54,7.75,0.03,38.74,0.94,
20150322,22-Mar-2015,0.471,0.529,0,7.52,7.36,1.77,9.99,4.78,7.73,1.39,8.65,6,7.71,0.03,38.52,0.9,Data validated 03/23/2015 (sm)
20150323,23-Mar-2015,0.479,0.521,0,8.19,7.35,1.83,9.79,4.81,7.73,1.34,9.8,6.48,7.75,0.03,38.55,0.89,Data validated 03/24/2015 (sm)
20150324,24-Mar-2015,0.553,0.447,0,7.47,7.71,2.24,10.16,5.07,7.78,1.54,10.69,6.67,7.92,0.03,38.73,0.89,Data validated 03/25/2015 (sm)
20150325,25-Mar-2015,0.576,0.424,0,7.11,8.08,1.74,10.27,5.13,7.76,1.55,10.77,6.5,7.85,0.04,38.62,0.87,Data validated 03/26/2015 (sm)
20150326,26-Mar-2015,0.578,0.422,0,5.72,8.14,1.71,10.93,5.02,7.73,1.8,10.75,5.99,7.88,0.04,38.81,0.9,Data validated 03/27/2015 (sm)
20150327,27-Mar-2015,0.57,0.43,0,6.39,8.13,1.73,10.58,5.1,7.73,1.68,10.77,5.79,7.86,0.04,38.59,0.89,
20150328,28-Mar-2015,0.503,0.497,0,8.76,8.05,2.1,9.68,5.25,7.73,1.94,10.83,6.77,8.01,0.04,39.18,0.88,
20150329,29-Mar-2015,0.541,0.459,0,9.77,8.01,2.5,9.55,5.26,7.71,1.8,10.78,7.74,7.9,0.04,39.59,0.84,Data validated 03/30/2015 (sm)
20150330,30-Mar-2015,0.545,0.455,0,9.38,8,2.6,9.73,5.56,7.76,1.6,10.93,7.75,7.89,0.04,38.92,0.83,Data validated 03/31/2015 (sm)
20150331,31-Mar-2015,0.548,0.452,0,9.63,7.98,2.84,9.64,5.54,7.73,1.67,10.89,7.96,7.9,0.04,38.02,0.85,Data validated 04/01/2015 (sm)
20150401,01-Apr-2015,0.54,0.46,0,10.16,7.94,3.45,9.38,5.64,7.73,1.71,10.92,8.26,8.07,0.04,39.77,0.82,Data validated 04/02/2015 (sm)
20150402,02-Apr-2015,0.403,0.597,0,8.66,7.93,4.85,9.9,5.39,7.71,1.79,10.87,7.56,7.95,0.04,39.07,0.82,Data validated 04/03/2015 (sm)
20150403,03-Apr-2015,0.213,0.787,0,6.15,8.01,3.21,11.08,5.39,7.7,1.67,10.88,5.9,8.16,0.03,39.16,0.86,
20150404,04-Apr-2015,0.215,0.785,0,6.02,8.04,3.11,10.97,5.5,7.71,1.61,10.92,5.76,8.26,0.03,39.41,0.85,
20150405,05-Apr-2015,0.271,0.729,0,6.79,8.04,5.75,10.56,5.5,7.69,1.54,10.89,5.93,8.06,0.04,39.04,0.85,Data validated 04/06/2015 (sm)
20150406,06-Apr-2015,0.259,0.741,0,8.05,7.99,4.8,10.09,5.57,7.68,1.53,10.88,6.35,8.03,0.03,38.74,0.84,
20150407,07-Apr-2015,0.254,0.746,0,9.25,7.96,4.24,9.72,5.55,7.65,1.52,10.82,6.56,7.97,0.04,38.47,0.82,Data validated 04/08/2015 (sm)
20150408,08-Apr-2015,0.342,0.658,0,9.57,7.94,4.21,9.63,5.58,7.64,1.48,10.81,7.03,8.01,0.04,39.03,0.81,Data validated 04/09/2015 (sm)
20150409,09-Apr-2015,0.357,0.643,0,8.6,7.94,4.22,10.04,5.69,7.63,1.6,10.82,6.99,7.98,0.04,39.14,0.83,Data validated 04/10/2015 (sm)
20150410,10-Apr-2015,0.34,0.66,0,8.13,7.96,4.3,10.36,5.74,7.63,1.45,10.81,6.78,8.12,0.04,39.39,0.88,
20150411,11-Apr-2015,0.283,0.717,0,8.17,7.97,4.22,10.27,5.79,7.62,1.42,10.81,6.6,8.05,0.04,39.53,0.91,
20150412,12-Apr-2015,0.23,0.77,0,8.52,7.96,4.24,10.06,5.76,7.6,1.42,10.77,6.48,7.96,0.04,40.01,0.85,
20150413,13-Apr-2015,0.222,0.778,0,8.9,7.94,4.29,10.07,5.89,7.61,1.38,10.8,6.64,8.01,0.04,39.56,0.86,Data validated 04/14/2015 (sm)
20150414,14-Apr-2015,0.254,0.746,0,9.43,7.94,4.57,9.86,5.91,7.6,1.37,10.78,6.83,8.06,0.04,38.79,0.88,Data validated 04/15/2015 (sm)
20150415,15-Apr-2015,0.31,0.69,0,10.05,7.74,7.35,9.22,6.02,7.57,1.44,10.74,7.3,7.93,0.04,38.7,0.86,Data validated 04/16/2015 (sm)
20150416,16-Apr-2015,0.35,0.65,0,8.22,7.81,7.08,11.29,6.05,7.57,1.36,10.71,7.03,8.14,0.04,38.67,0.87,Data validated 04/17/2015 (sm)
20150417,17-Apr-2015,0.445,0.555,0,4.44,7.92,7.68,12.1,6.03,7.56,1.36,10.71,6.04,8.05,0.04,38.84,0.85,
20150418,18-Apr-2015,0.473,0.527,0,2.83,8.01,8.13,12.57,5.99,7.55,1.32,10.67,4.75,8.02,0.04,38.25,0.86,
20150419,19-Apr-2015,0.448,0.552,0,6,7.83,13.65,11.13,6.08,7.54,1.36,10.62,5.75,7.99,0.04,39.98,0.87,
20150420,20-Apr-2015,0.449,0.551,0,6.55,7.95,11.19,10.95,6.14,7.54,1.29,10.63,6.58,7.99,0.04,39.35,0.85,
20150421,21-Apr-2015,0.397,0.603,0,7.14,7.96,12.39,10.62,6.17,7.52,1.36,10.58,6.97,7.99,0.05,38.16,0.84,
20150422,22-Apr-2015,0.328,0.672,0,8.02,7.93,20.35,10.27,6.15,7.5,1.37,10.15,7.27,7.98,0.05,38.31,0.81,
20150423,23-Apr-2015,0.256,0.744,0,8.62,7.78,24.48,9.87,6.2,7.5,1.33,9.76,7.24,7.99,0.04,39.13,0.86,
20150424,24-Apr-2015,0.375,0.625,0,8.46,7.65,18.33,9.43,6.21,7.47,1.43,9.68,7.47,7.98,0.06,38.77,0.86,
20150425,25-Apr-2015,0.263,0.737,0,7.94,7.69,19.57,10.07,6.2,7.44,1.47,9.64,7.24,7.93,0.06,38.01,0.85,
